CLAIMNUM,STATE,CLASS,PAID
22190,STATE 02,C11,817.63
14279,STATE 04,C7 ,808.2
15557,STATE 04,C7B,802.74
2599,STATE 15,C7 ,740.68
32905,STATE 13,C11,735.66
26677,STATE 02,C7B,700
15432,STATE 04,C7 ,700
21103,STATE 10,C71,691.53
32556,STATE 15,C7 ,666.6
17416,STATE 12,C11,665.5
616,STATE 15,C7 ,665.46
20623,STATE 14,C71,648.98
29615,STATE 06,C7 ,645.37
14174,STATE 02,F7 ,639.49
15457,STATE 15,C7A,637.65
24487,STATE 06,C1 ,613.75
25150,STATE 15,C7 ,604.33
12185,STATE 15,C7 ,600.11
11272,STATE 07,C7 ,589.01
18353,STATE 02,C7 ,578.69
5514,STATE 04,C7B,572.44
18204,STATE 15,C7A,571.84
17550,STATE 15,C71,538.34
30085,STATE 02,C71,536.96
3446,STATE 15,C7 ,524
21291,STATE 15,C7B,515.3
10564,STATE 15,F71,498.48
24228,STATE 12,C11,486.28
16605,STATE 02,C1 ,481.38
838,STATE 15,F71,479.01
22001,STATE 12,C1B,477.16
30901,STATE 15,C11,475.16
6081,STATE 04,C7 ,470
9544,STATE 10,C71,463.58
9520,STATE 02,C7 ,455.7
14272,STATE 12,C1 ,443.19
15931,STATE 15,C7B,442.33
5956,STATE 15,C11,442.09
24959,STATE 02,C1A,420.68
29167,STATE 02,C7 ,417.18
17286,STATE 06,C1 ,414.95
9600,STATE 02,C11,412.47
8509,STATE 02,C7 ,399.13
29837,STATE 14,F7 ,385.2
18204,STATE 04,C7B,383.73
2589,STATE 04,C71,369.02
23552,STATE 04,C7 ,367
11733,STATE 07,C7 ,351.35
26534,STATE 17,C7 ,348.75
29389,STATE 06,C71,346.79
16703,STATE 17,C7 ,323
4491,STATE 04,C7 ,322.5
25417,STATE 15,F11,318.04
4188,STATE 04,C7 ,313.48
25574,STATE 02,F71,296.48
13957,STATE 15,C1 ,292.39
18985,STATE 02,C71,283.61
7671,STATE 01,C1 ,253.12
16842,STATE 15,C11,251.09
9603,STATE 17,C7 ,244.23
29558,STATE 04,C71,238.23
9604,STATE 02,C7 ,221.75
19993,STATE 15,C7 ,182.48
29162,STATE 15,C7 ,181.35
1062,STATE 07,C7 ,156.05
12935,STATE 15,C7 ,151.92
14517,STATE 15,C1B,132
30033,STATE 15,C1 ,100
21632,STATE 15,C1B,37.68
26270,STATE 04,C7 ,32
18204,STATE 04,C7 ,14753.58
30382,STATE 15,C1 ,12420.05
25137,STATE 15,C71,11545.27
20894,STATE 03,C71,11288.76
17157,STATE 04,C7B,10175.27
4935,STATE 15,C7 ,8544.82
16409,STATE 10,C11,7910.74
4708,STATE 15,C71,7362.9
22873,STATE 14,C7 ,7113.71
5492,STATE 04,C71,6691.83
5954,STATE 15,C7B,6307.3
20894,STATE 02,C7B,6277.84
2755,STATE 03,C71,6203.72
27812,STATE 07,C7 ,6149.33
2264,STATE 17,C7B,5305.82
16495,STATE 13,C1 ,4939.5
8686,STATE 17,C71,4786.51
13734,STATE 06,C7 ,4730.23
15528,STATE 07,C7 ,4669.13
15931,STATE 15,C7 ,4655.5
28137,STATE 03,C11,4330.47
17185,STATE 10,C71,4325.98
19993,STATE 15,C1 ,4305.96
162,STATE 02,C71,4175.95
11269,STATE 02,C11,4093.72
24106,STATE 15,C71,3945.47
27786,STATE 02,C7 ,3418.02
14186,STATE 04,C71,3365.38
15369,STATE 17,C7 ,3229.29
17707,STATE 15,C7 ,3200.29
24772,STATE 17,C71,3167.49
640,STATE 03,C71,3077.45
32556,STATE 06,C7 ,2893.39
4925,STATE 06,C1 ,2868.32
1608,STATE 10,C1C,2865.53
28987,STATE 02,C1 ,2797.4
27470,STATE 17,C7 ,2775.76
8338,STATE 15,C11,2653.4
10593,STATE 15,C1 ,2580.07
30502,STATE 15,C11,2572.22
12185,STATE 04,C71,2551.38
2157,STATE 06,C1 ,2434.38
7160,STATE 03,C1B,2194.21
21537,STATE 02,F71,2149.87
8397,STATE 14,C7 ,2135.86
17133,STATE 04,C7 ,1939.67
14351,STATE 15,C7B,1911.4
32518,STATE 02,C71,1835
27739,STATE 15,C7 ,1712.27
5547,STATE 10,C1A,1712.13
31957,STATE 02,C7B,1711.12
11701,STATE 04,C72,1680.86
33277,STATE 15,C1 ,1606.17
32556,STATE 04,C72,1516.88
15548,STATE 13,C71,1488.46
16330,STATE 02,C1 ,1484.85
15511,STATE 04,C7 ,1455.09
1062,STATE 17,C7 ,1449.03
29857,STATE 15,C71,1425.58
33778,STATE 07,C7 ,1396.61
7107,STATE 14,F1 ,1377.31
9273,STATE 13,C1B,1360.8
32351,STATE 15,C7 ,1346.19
33137,STATE 15,C1 ,1320.95
7855,STATE 06,C1A,1275.19
2568,STATE 04,C7 ,1247.2
1415,STATE 02,C11,1179.22
18065,STATE 15,C1 ,1165.93
5954,STATE 15,C11,1108.42
24311,STATE 15,C11,1097.72
15599,STATE 15,C7 ,1092.47
16353,STATE 15,C1 ,1086.77
5800,STATE 17,C7B,1035.16
3902,STATE 17,C7 ,1028.73
9520,STATE 04,C71,1001.76
1154,STATE 10,C71,1000
12821,STATE 15,C1B,1000
11917,STATE 04,C71,994.45
6419,STATE 15,C7A,993.15
613,STATE 10,C71,989.59
11134,STATE 04,C71,987
29609,STATE 02,C7 ,977.46
14351,STATE 07,C7 ,974.34
28766,STATE 04,C71,970.83
1608,STATE 02,F71,970.57
33277,STATE 02,C1 ,928.69
248,STATE 02,C11,927.2
8136,STATE 02,C72,925.05
2568,STATE 03,C1 ,901.06
17732,STATE 06,C7 ,891.09
33858,STATE 10,C71,882.77
10298,STATE 03,C11,878.48
32386,STATE 10,C71,875.87
412,STATE 02,C7B,869.62
23098,STATE 15,C11,829.65
29790,STATE 17,C71,825.34
31858,STATE 02,C7 ,822.31
15429,STATE 07,C71,818.44
25602,STATE 12,C7 ,811.97
32142,STATE 13,C7 ,809.59
9661,STATE 02,C1 ,805.95
11914,STATE 02,C7 ,787.5
3147,STATE 02,C1B,784.36
9131,STATE 15,C7A,740.61
14130,STATE 15,C7A,732.37
30483,STATE 15,C1 ,726.58
7855,STATE 02,C1A,724.4
2027,STATE 10,C7 ,709.73
22136,STATE 03,C7 ,679.51
13249,STATE 17,C7 ,670.77
18523,STATE 15,C71,641.4
13753,STATE 15,C11,639.35
9172,STATE 04,C71,638.99
21570,STATE 15,C1 ,631.16
28137,STATE 15,C11,626.3
17397,STATE 03,F7 ,599.47
31584,STATE 04,C7 ,577.45
32036,STATE 04,C71,575.48
23552,STATE 06,C71,570.37
9920,STATE 15,C7 ,546.32
1062,STATE 17,C71,540.51
11199,STATE 15,C7 ,536.11
11696,STATE 17,C71,533.33
18773,STATE 13,C1 ,523.61
33330,STATE 04,C71,515.28
7382,STATE 12,C1 ,513.92
11890,STATE 15,C7B,505.79
11912,STATE 13,C11,487.52
11094,STATE 02,C7 ,473.93
22766,STATE 15,C71,473.91
2178,STATE 02,F1 ,470.76
8699,STATE 10,C71,464.59
3510,STATE 02,C7 ,463.87
20907,STATE 15,C11,460.36
19630,STATE 04,C7 ,458.78
32480,STATE 02,C11,455.71
700,STATE 15,C11,443.52
18065,STATE 04,C71,429.27
25020,STATE 02,C7 ,426.67
26239,STATE 02,C7 ,417.22
9331,STATE 04,C7 ,415.68
31052,STATE 15,C71,379.86
24821,STATE 13,C11,373.08
10758,STATE 02,C11,370.78
4083,STATE 15,C7 ,348.53
33865,STATE 02,C1 ,339.86
11134,STATE 06,C11,339.24
8582,STATE 15,C71,321.78
25574,STATE 04,C7 ,319.56
27638,STATE 15,C71,318.05
33778,STATE 03,C1 ,312.52
30791,STATE 15,C7 ,312.12
4925,STATE 04,C7 ,307.89
7157,STATE 17,C71,303.24
5718,STATE 04,C71,301.73
14174,STATE 02,C11,291.92
13071,STATE 01,F7 ,288.4
22537,STATE 13,C7 ,281.04
19692,STATE 03,F71,278.45
1312,STATE 02,C11,266.5
22730,STATE 07,C71,257.01
19619,STATE 01,C1 ,240.86
24062,STATE 15,C7B,208.09
22159,STATE 02,C71,201.72
2314,STATE 15,C7 ,189.9
33244,STATE 02,C7 ,165.72
334,STATE 04,C7 ,150
21635,STATE 15,C1 ,134.4
21369,STATE 12,C71,129.18
838,STATE 17,C71,121.78
26869,STATE 03,C7 ,106
17985,STATE 04,C71,66.78
2123,STATE 07,C7 ,49.89
13841,STATE 15,C71,43
17709,STATE 04,C71,26146.16
9082,STATE 10,C7 ,13241.45
20001,STATE 04,C71,7487.94
25081,STATE 12,C1A,7296.2
2092,STATE 15,C1 ,6356.61
22704,STATE 15,C7 ,6017.22
5748,STATE 07,C7 ,5476.56
26919,STATE 02,C11,5408.38
14992,STATE 02,C71,5232.51
29683,STATE 06,C71,5217.91
2958,STATE 15,C71,4980.09
32182,STATE 02,C1 ,4929.65
20050,STATE 02,C11,4398.4
32591,STATE 01,F1 ,4381.34
30913,STATE 02,C71,4023.27
22949,STATE 06,C7 ,3966.43
3087,STATE 06,C11,3895.54
14351,STATE 02,C71,3850
20001,STATE 12,C7 ,3817.04
8354,STATE 02,C7A,3609.66
27433,STATE 12,C11,3371.68
23901,STATE 15,C7B,3331.45
1918,STATE 15,C7 ,3131.11
13753,STATE 07,C71,3045.66
26919,STATE 02,C72,2815.07
12847,STATE 13,C71,2641.49
24106,STATE 15,C71,2625.58
34189,STATE 15,C11,2615.88
30263,STATE 15,C1C,2532.6
24750,STATE 10,C7 ,2428.1
27798,STATE 15,C71,2373.49
14859,STATE 06,C1 ,2348.81
3147,STATE 02,C71,2344.69
33624,STATE 06,C1 ,2284.45
376,STATE 15,C7B,2241.67
1505,STATE 15,C7 ,2179.29
6543,STATE 02,C11,2102.41
32784,STATE 15,C7 ,2075
4682,STATE 02,C71,2063.7
27714,STATE 15,C7B,2063
7605,STATE 02,C7 ,1948.32
4708,STATE 15,C71,1914.81
1078,STATE 15,C71,1890.01
24521,STATE 02,C1B,1884.83
16556,STATE 03,C7 ,1879
21291,STATE 15,C71,1858.45
26325,STATE 06,C1 ,1855.85
27718,STATE 06,C7 ,1848.28
22057,STATE 15,C7 ,1812.47
1743,STATE 15,C71,1729.67
14329,STATE 15,C1 ,1727.9
14614,STATE 15,C1 ,1711.62
33617,STATE 15,F7 ,1667.74
31752,STATE 10,C7 ,1577.78
9704,STATE 13,C1A,1528.3
2123,STATE 06,C1 ,1511.97
31903,STATE 10,C7 ,1511
31783,STATE 15,C71,1450
14998,STATE 15,C1B,1431.81
18233,STATE 06,C1 ,1428.99
16605,STATE 07,C7 ,1410.65
21570,STATE 06,C7 ,1344.17
7855,STATE 07,C7B,1343.68
5284,STATE 10,C71,1276.89
17709,STATE 02,C1 ,1268.78
13233,STATE 02,C1B,1237
12132,STATE 06,C11,1226.28
18824,STATE 02,C7B,1194.34
942,STATE 06,C1 ,1175.01
14908,STATE 15,C1 ,1163.93
8647,STATE 07,C7 ,1122.12
31023,STATE 17,C7 ,1109.76
22962,STATE 07,C71,1107.11
20790,STATE 14,C71,1092.08
19692,STATE 15,C1A,1090.75
25214,STATE 10,C7A,1083.82
31383,STATE 06,C7 ,1072.06
16795,STATE 10,C71,1067.57
2939,STATE 15,C11,1037.37
17363,STATE 06,C1 ,1018.52
248,STATE 12,C71,1012.19
25799,STATE 04,C71,1001.7
19630,STATE 15,C7B,1000
11656,STATE 02,C71,973.43
21521,STATE 06,C7 ,965.21
5829,STATE 04,C71,937.47
24106,STATE 14,C11,928.2
24772,STATE 10,C71,917.49
3324,STATE 02,C1 ,908.35
18671,STATE 04,F7 ,900
12598,STATE 15,C7 ,900
23961,STATE 15,C71,863.83
30548,STATE 01,C1 ,861.89
3562,STATE 15,C7 ,853.23
25805,STATE 02,C7 ,839.33
34204,STATE 15,C11,809.34
5152,STATE 04,C7 ,782.9
11453,STATE 06,C11,768.05
685,STATE 17,C7 ,764.27
11258,STATE 15,C1A,748.71
32036,STATE 14,C1 ,742.54
28942,STATE 06,C1 ,722.83
16453,STATE 04,C7 ,708.56
15369,STATE 02,C7 ,698.65
24062,STATE 15,C1 ,698
21976,STATE 10,C71,678.98
1624,STATE 12,C1 ,672
14831,STATE 17,C7 ,671.69
18353,STATE 15,C7B,666.48
9704,STATE 15,C11,653.66
17635,STATE 12,C1 ,650.45
26697,STATE 12,C1 ,648.84
25802,STATE 02,C7B,640.23
1784,STATE 15,C7B,632.82
17707,STATE 17,C71,630.11
5492,STATE 17,C71,617.9
19913,STATE 15,C7B,612.93
33750,STATE 15,C71,608.01
13718,STATE 04,C71,605.06
28294,STATE 02,C7B,594.8
3087,STATE 15,C1A,593.21
32182,STATE 15,C7 ,591.04
33778,STATE 17,C7 ,585.74
4066,STATE 04,C7B,585.34
26580,STATE 15,C71,566.74
17185,STATE 03,C11,541.55
30164,STATE 06,C7 ,525.24
11258,STATE 02,C1 ,521.1
2741,STATE 15,C7B,495.66
11915,STATE 15,C11,492.31
28342,STATE 02,C11,491.3
23069,STATE 06,C71,470.29
24692,STATE 04,F7 ,468.98
19477,STATE 15,C71,468.2
16220,STATE 17,C7 ,465.5
21779,STATE 07,C7 ,465.04
2879,STATE 06,C7 ,464.55
30436,STATE 17,C7 ,441.17
25081,STATE 07,C7 ,433.5
15143,STATE 02,C1B,433.07
23308,STATE 02,C7B,418.79
8999,STATE 04,C7 ,414.04
11733,STATE 03,C1 ,409.1
30164,STATE 15,C71,409.06
23901,STATE 04,C71,405.85
31218,STATE 10,C71,395.5
18065,STATE 04,C7 ,391.97
14105,STATE 10,C7 ,390.02
23879,STATE 04,C7B,367.6
4517,STATE 01,C11,351.69
9520,STATE 04,C71,350.09
24865,STATE 02,C7 ,331.75
14329,STATE 04,C71,326.64
18298,STATE 02,C1 ,324.03
14831,STATE 12,C1 ,300
23524,STATE 15,C1 ,291.28
16585,STATE 15,C11,287.99
11301,STATE 02,C71,278.56
33883,STATE 10,C11,276.28
6331,STATE 15,C11,274.37
5685,STATE 15,C11,274.28
22711,STATE 02,C71,272.65
1743,STATE 04,C7 ,265.25
22001,STATE 04,C7 ,250
15990,STATE 06,C71,240.16
25587,STATE 15,C1 ,236.53
32386,STATE 02,C7B,232.41
17791,STATE 02,F11,219.15
7919,STATE 06,C1 ,202.43
27248,STATE 15,C7 ,190.76
479,STATE 10,C1 ,178.8
16295,STATE 03,C7 ,171.3
32036,STATE 03,C71,168
10564,STATE 15,C7 ,150
3324,STATE 15,C1 ,144.99
700,STATE 15,C71,135.75
9203,STATE 02,C71,122.43
21533,STATE 15,C71,118.5
685,STATE 15,C1 ,100.7
29295,STATE 13,C71,99.74
5211,STATE 15,C7 ,94.9
31976,STATE 02,C7B,72.5
18071,STATE 03,C11,44.97
28791,STATE 06,C11,19287.76
376,STATE 02,C1 ,16100
26452,STATE 06,C1 ,13572.32
775,STATE 06,C1 ,12834.19
33468,STATE 02,C1 ,11540.5
155,STATE 07,C7 ,10077
17185,STATE 12,C7B,9679.54
28795,STATE 15,C11,8569.3
30502,STATE 15,C71,7680.09
22766,STATE 15,C1 ,6124.34
12544,STATE 15,C11,5884.78
5718,STATE 15,C7 ,5511.7
17488,STATE 06,C1B,5335.35
19913,STATE 15,C71,5136.18
8115,STATE 15,C7B,4727.3
7972,STATE 15,C1 ,4324.4
9331,STATE 13,C7A,4110.08
34210,STATE 03,F11,3936.76
23016,STATE 02,C7 ,3900
2121,STATE 06,C7 ,3709.11
34122,STATE 01,C11,3595.7
26032,STATE 15,C11,3486.96
28455,STATE 17,C71,3412.24
7107,STATE 13,C7C,3385.35
4682,STATE 17,C7 ,3265.97
33033,STATE 04,C71,3255.88
5900,STATE 15,C11,3084.13
8400,STATE 04,C7A,3000
16721,STATE 02,C1 ,2985.29
11117,STATE 15,C11,2803.86
31675,STATE 01,C1 ,2771.5
15954,STATE 07,C71,2604.13
26677,STATE 02,F7 ,2588.84
2157,STATE 04,C7 ,2502.72
6101,STATE 15,C72,2492.72
32594,STATE 04,C71,2479.95
19692,STATE 03,C7B,2418.4
11733,STATE 15,C1 ,2394.13
13734,STATE 12,C7A,2368.69
26123,STATE 04,C71,2357.98
23802,STATE 02,C1B,2326
5730,STATE 15,C7B,2284.58
10256,STATE 15,C71,2256.55
14144,STATE 04,F7 ,2223.78
32582,STATE 06,C71,2190.8
20717,STATE 06,C7 ,2167.45
28954,STATE 10,C7 ,2146.75
30027,STATE 13,C11,2118.5
248,STATE 17,C7 ,2097.56
11890,STATE 15,C11,2094.39
14167,STATE 15,C1 ,2012.89
16585,STATE 13,C7B,2007.64
29351,STATE 07,C72,1996
17397,STATE 02,C7 ,1948.84
7704,STATE 12,C1B,1945.03
16727,STATE 12,C1 ,1896.16
29446,STATE 15,C11,1869.49
28341,STATE 02,C71,1828.9
29615,STATE 15,C11,1791.09
4684,STATE 15,C71,1788.68
1608,STATE 06,C1B,1783.64
24975,STATE 15,C71,1749.57
14697,STATE 02,C11,1722.52
22136,STATE 04,C71,1711.65
22189,STATE 06,C1 ,1682.11
22942,STATE 15,F7 ,1644.8
1780,STATE 06,C7B,1630.5
11016,STATE 12,C71,1627.01
21976,STATE 04,C7 ,1600.18
1278,STATE 15,C1 ,1577.35
2470,STATE 02,C7 ,1548.64
29273,STATE 17,C71,1506.54
16409,STATE 03,C7 ,1495.59
30925,STATE 15,C1B,1495.05
25145,STATE 02,C7A,1480.49
6936,STATE 15,C11,1445.69
8472,STATE 13,C7 ,1391.25
28795,STATE 10,C7 ,1382.5
21441,STATE 15,C7 ,1332.57
17488,STATE 15,C1 ,1314.57
28331,STATE 10,C11,1278.52
15511,STATE 04,C71,1239.53
14141,STATE 15,C11,1212.85
9524,STATE 10,C7 ,1200
852,STATE 02,C7 ,1193.19
3465,STATE 15,C7 ,1174.44
32739,STATE 15,C7 ,1148.23
19293,STATE 15,C71,1133.54
33617,STATE 15,C7B,1075.43
16379,STATE 13,C1 ,1060.49
4517,STATE 02,C11,1039.69
136,STATE 04,C7B,1026.15
30588,STATE 10,C1 ,1011.58
33250,STATE 02,C1 ,1010
24258,STATE 03,C7B,990.89
31998,STATE 02,C1B,981.95
27265,STATE 03,C1 ,968.87
1387,STATE 15,C71,961.06
23961,STATE 15,C11,946.34
15551,STATE 04,C71,939.69
10606,STATE 17,C7C,886.07
22728,STATE 06,C7 ,882
9172,STATE 17,C71,881.99
136,STATE 15,C1B,878.54
11461,STATE 15,C71,873.19
13034,STATE 02,C7 ,834.12
23984,STATE 06,C72,819.19
9047,STATE 02,C1 ,805.18
27813,STATE 15,C7 ,804.62
3668,STATE 04,C71,789.73
23180,STATE 15,C1 ,783.71
2838,STATE 15,C7 ,772.24
20001,STATE 15,F7 ,767.97
2028,STATE 06,C1B,744.04
2023,STATE 02,C7 ,737.42
97,STATE 02,C71,729.17
25020,STATE 15,C7B,714.71
3305,STATE 02,C7 ,680.05
6976,STATE 02,C1 ,676.15
15680,STATE 06,C7 ,669.2
7197,STATE 13,C2 ,652.83
25574,STATE 17,C71,651.18
20623,STATE 02,C7 ,629.79
19901,STATE 15,C71,623.07
3443,STATE 12,C7 ,596.8
25585,STATE 04,C72,586.85
2256,STATE 15,C7 ,561.93
25761,STATE 15,C11,554.5
829,STATE 15,C71,554.14
29389,STATE 15,C1 ,547.23
2154,STATE 15,C11,543.75
7406,STATE 15,C11,523.13
7919,STATE 03,C71,523.12
20141,STATE 02,C7A,520.45
28663,STATE 15,C71,516.44
7107,STATE 03,C7 ,516.23
14845,STATE 13,C71,514.57
7135,STATE 15,C11,510.1
33466,STATE 15,C71,508.99
32532,STATE 17,C71,500.65
22942,STATE 17,C7 ,484.38
15182,STATE 15,C1 ,479.44
15436,STATE 03,C71,470
31141,STATE 10,C1 ,454.05
12920,STATE 04,C71,450.62
12847,STATE 07,C71,444.98
13991,STATE 06,C11,439.5
27248,STATE 07,C71,434.92
13748,STATE 02,C71,422.99
21942,STATE 07,C7 ,411.35
3580,STATE 06,C7B,411
14767,STATE 03,C71,398.28
23020,STATE 17,C71,398.08
22189,STATE 06,C11,385.94
14147,STATE 15,C72,367.14
29075,STATE 04,C71,361.11
10115,STATE 02,C11,350.92
30263,STATE 04,F71,329.4
14141,STATE 02,C11,326.48
915,STATE 02,C11,315.61
33778,STATE 02,C11,313.99
10945,STATE 02,C7 ,311.32
13,STATE 06,C71,290.81
33882,STATE 10,C7 ,270.2
5376,STATE 02,C1B,267.98
18501,STATE 15,C7A,259.21
14315,STATE 04,C7 ,255.98
32751,STATE 15,F7 ,251.37
5152,STATE 02,C1 ,247.5
18177,STATE 04,C71,230.07
2264,STATE 02,C1 ,133.76
6434,STATE 02,C7B,109.53
569,STATE 04,C71,108.15
23020,STATE 15,C71,86.33
11330,STATE 15,C11,36.29
5748,STATE 01,F11,35
11030,STATE 17,C7 ,25.44
2122,STATE 15,C11,25
5211,STATE 12,C1B,9793.42
18553,STATE 17,C7 ,7757.35
32944,STATE 07,C71,7620.37
7123,STATE 15,C1 ,7543.24
4682,STATE 15,F71,7513.51
18387,STATE 15,C7 ,6800.94
34001,STATE 15,C72,6246.27
33697,STATE 15,C11,6163.89
19913,STATE 15,C7 ,5546.63
32994,STATE 10,C7A,5427.48
22057,STATE 15,C1 ,5317.71
3921,STATE 15,C7 ,4864.38
3298,STATE 17,C71,4781.43
3384,STATE 02,C1 ,4607.69
15551,STATE 15,C1B,4558.77
3446,STATE 02,C1 ,4359.77
31816,STATE 15,C7B,4334.92
19796,STATE 12,C1 ,4048.31
28987,STATE 02,C71,3983.75
19692,STATE 06,C7A,3944.37
5410,STATE 02,C71,3887.03
22001,STATE 07,C7A,3862.95
23098,STATE 15,C1A,3771.93
14740,STATE 17,C71,3765.25
8846,STATE 02,C11,3763.04
13034,STATE 02,C1 ,3699.39
34245,STATE 15,C7 ,3434.4
14679,STATE 04,C71,3331.48
23571,STATE 14,C71,3035.81
25090,STATE 15,C11,3007.15
33865,STATE 15,C11,3000
20141,STATE 02,C7B,2888.44
23524,STATE 02,C7 ,2887.5
19423,STATE 15,C71,2799.22
19414,STATE 10,C7B,2721.71
18674,STATE 15,C1 ,2696.35
16353,STATE 02,F1 ,2680.81
28209,STATE 02,C71,2648.23
8133,STATE 02,C71,2551.57
13334,STATE 15,C71,2535.72
19414,STATE 02,C7A,2507.66
16353,STATE 06,F1 ,2437.66
12545,STATE 06,C1 ,2406
21521,STATE 15,C71,2228.05
29671,STATE 15,C71,2199.43
2289,STATE 06,C11,2182.77
9224,STATE 15,C1A,2105.3
33440,STATE 04,C7 ,2002.9
18644,STATE 10,C71,1850.78
20487,STATE 06,C7B,1782.16
6869,STATE 15,C2 ,1705.94
8831,STATE 01,C7 ,1677.66
3510,STATE 15,C7B,1613.41
21354,STATE 13,C1B,1609.52
32739,STATE 06,C7B,1577.05
17994,STATE 07,C7 ,1567.93
26123,STATE 15,C7B,1504.43
5001,STATE 15,C1 ,1451.57
9827,STATE 14,C7 ,1451.19
21215,STATE 02,C7 ,1439.46
33307,STATE 03,C11,1436
9793,STATE 15,C1 ,1391.42
2568,STATE 06,C1 ,1340.74
7123,STATE 15,C7B,1316.95
4682,STATE 04,C7 ,1315.16
24754,STATE 03,C7 ,1283.6
33033,STATE 02,C11,1282.58
15161,STATE 03,C1 ,1249.02
27470,STATE 15,C71,1219.26
29193,STATE 04,C72,1200
269,STATE 10,C7 ,1159.2
11461,STATE 15,C71,1151.25
608,STATE 13,C71,1141.9
27813,STATE 17,C7B,1138
18353,STATE 03,C7C,1114.06
30932,STATE 06,C71,1086.9
17732,STATE 02,C11,1085.62
12598,STATE 15,C7A,1068.82
26070,STATE 10,C7B,1056.23
6936,STATE 06,C71,1050
4296,STATE 15,C7 ,1043.75
29490,STATE 15,C1 ,1019.4
20918,STATE 07,C7B,978.46
24306,STATE 17,C7 ,954.94
25090,STATE 07,C71,943.55
13818,STATE 03,C1 ,941.85
21310,STATE 15,C1 ,925.66
4682,STATE 15,C1 ,909.99
29171,STATE 17,C7 ,903.99
12474,STATE 15,C1 ,892.16
2159,STATE 02,C71,875.28
361,STATE 03,C71,864.31
17550,STATE 15,C71,831.86
14375,STATE 06,C1 ,829.03
9407,STATE 10,C1B,825.37
23697,STATE 06,C71,822.17
31998,STATE 15,C7B,802.72
13608,STATE 15,C1 ,799.76
4695,STATE 06,C71,789
14863,STATE 15,C7 ,788.84
32242,STATE 02,C7 ,778.29
30948,STATE 02,C1B,760.03
17791,STATE 04,C71,739.41
21441,STATE 03,C1 ,738.18
34223,STATE 15,C7 ,735.5
2256,STATE 15,C7 ,707.23
18683,STATE 10,C71,707.09
15414,STATE 06,C7B,704.48
12239,STATE 01,C7 ,678.62
8822,STATE 04,C7 ,664.07
24106,STATE 06,C11,640
25585,STATE 01,F71,636.5
25805,STATE 06,C1 ,607.23
3995,STATE 10,C7 ,598.17
32142,STATE 15,C1 ,589.79
31771,STATE 01,C1 ,582.58
19090,STATE 17,C71,565.03
3906,STATE 15,C11,558.45
23802,STATE 15,C71,542.36
19901,STATE 10,C71,541.67
17163,STATE 06,C7 ,527.52
700,STATE 02,C1 ,526.17
13233,STATE 15,C71,516.96
23385,STATE 17,C71,510.19
32120,STATE 02,C1 ,498.62
32194,STATE 17,C71,498.22
6295,STATE 04,C71,492.59
272,STATE 06,C71,492.22
32059,STATE 15,C1 ,476.2
20907,STATE 04,C71,468
3532,STATE 02,C1B,463.98
18175,STATE 15,C71,460.15
26270,STATE 02,C7 ,457.95
23380,STATE 06,C1 ,446.38
13491,STATE 02,C7 ,445.28
11915,STATE 02,C71,443.49
5284,STATE 17,C71,443.35
4237,STATE 02,C71,439.22
31880,STATE 03,C72,430.96
30932,STATE 15,C1A,399.63
22114,STATE 15,C1B,385.39
33250,STATE 15,C1 ,379.84
28331,STATE 02,C7 ,375.4
631,STATE 10,C11,370.58
15589,STATE 15,C11,362.73
1186,STATE 02,C71,362.48
15528,STATE 15,C7B,359.11
27487,STATE 02,F7 ,348.47
32411,STATE 15,C71,345.1
21161,STATE 02,C1B,343.6
28089,STATE 15,C7 ,335.29
9131,STATE 15,C1B,328.11
23523,STATE 15,C1 ,327.1
22446,STATE 15,C11,317.77
6331,STATE 02,C71,315.44
19692,STATE 15,C11,315
22923,STATE 02,F7 ,291.64
4465,STATE 04,C7B,290.9
26316,STATE 06,F71,289.14
23548,STATE 17,C7A,281.5
7498,STATE 03,C1 ,275.97
3974,STATE 14,C11,261.99
7406,STATE 03,C71,258.44
2013,STATE 02,C1 ,243.35
7241,STATE 15,C1 ,204.12
12701,STATE 12,C1A,200
25435,STATE 12,C1 ,196.22
30436,STATE 02,F7 ,165.77
18361,STATE 17,C7B,165.66
33553,STATE 02,C1 ,160.19
27749,STATE 15,C7 ,158.26
32194,STATE 17,C7 ,153.85
33015,STATE 07,C7B,139.02
25383,STATE 04,C71,126.7
7263,STATE 15,C1 ,114.05
27039,STATE 01,C71,98.21
25587,STATE 15,C71,37.98
25659,STATE 02,C7 ,10943.31
2123,STATE 06,C71,9597.98
8723,STATE 07,C71,9361.83
23431,STATE 15,C7B,8396.25
18017,STATE 06,C1 ,8215.8
9653,STATE 02,C71,7920.76
14831,STATE 13,C7 ,7599.5
9792,STATE 02,C71,7339.9
24258,STATE 12,C11,7038.33
1918,STATE 15,C11,6208.2
120,STATE 02,C1 ,6161.06
18619,STATE 15,C72,5600.6
29440,STATE 17,C71,5241.71
22108,STATE 02,C1 ,4893.55
29133,STATE 15,C1 ,4627.84
17098,STATE 02,C71,4500
22286,STATE 17,C7 ,4171.01
16795,STATE 03,C7 ,3912.49
33858,STATE 04,C7B,3905.42
3906,STATE 04,C7 ,3854.3
19901,STATE 07,C71,3817.73
8397,STATE 07,C71,3314.42
28455,STATE 15,C1 ,3296.77
20050,STATE 02,C1 ,3277.24
32637,STATE 17,C7B,3230.09
19933,STATE 15,C1C,3046.29
